time,log_type,sat,time_s
2024-07-04 15:06:13.399,switch_sensor21414,1-704,744.415
2024-07-04 15:06:13.398,switch_sensor46452,1-704,744.414
2024-07-04 15:06:13.501,switch_sensor21419,1-704,744.517
2024-07-04 15:06:13.504,switch_sensor46408,1-704,744.52
2024-07-04 15:06:13.502,switch_sensor46451,1-704,744.518
2024-07-04 15:06:13.505,switch_sensor46403,1-704,744.521
2024-07-04 15:06:13.508,switch_sensor21417,1-704,744.524
2024-07-04 15:06:13.509,switch_sensor46d16,1-704,744.525
2024-07-04 15:06:13.506,switch_sensor21413,1-704,744.522
2024-07-04 15:06:13.511,switch_sensor46416,1-704,744.527
2024-07-04 15:06:13.513,undeploy_start,1-705,744.529
2024-07-04 15:06:13.512,switch_sensor46d04,1-704,744.528
2024-07-04 15:06:13.512,switch_sensor46414,1-704,744.528
2024-07-04 15:06:13.515,switch_sensor46405,1-704,744.531
2024-07-04 15:06:13.583,switch_sensor21d13,1-704,744.599
2024-07-04 15:06:14.994,undeploy_complete,1-705,746.01
2024-07-04 15:09:55.364,deploy_start,1-725,966.38
2024-07-04 15:10:37.969,deploy_complete,1-725,1008.985
2024-07-04 15:10:37.972,switch_sensor21d13,1-725,1008.988
2024-07-04 15:10:37.974,switch_sensor46402,1-725,1008.99
2024-07-04 15:10:37.973,switch_sensor46404,1-725,1008.989
2024-07-04 15:10:37.976,switch_sensor46409,1-725,1008.992
2024-07-04 15:10:37.978,switch_sensor46411,1-725,1008.994
2024-07-04 15:10:37.980,switch_sensor46490,1-725,1008.996
2024-07-04 15:10:37.982,switch_sensor46401,1-725,1008.998
2024-07-04 15:10:37.979,switch_sensor21415,1-725,1008.995
2024-07-04 15:10:37.983,switch_sensor46413,1-725,1008.999
2024-07-04 15:10:37.984,switch_sensor46407,1-725,1009.0
2024-07-04 15:10:37.986,switch_sensor46419,1-725,1009.002
2024-07-04 15:10:37.987,switch_sensor46415,1-725,1009.003
2024-07-04 15:10:37.990,switch_sensor46d02,1-725,1009.006
2024-07-04 15:10:37.991,switch_sensor21418,1-725,1009.007
2024-07-04 15:10:37.992,switch_sensor21416,1-725,1009.008
2024-07-04 15:10:37.994,switch_sensor46412,1-725,1009.01
2024-07-04 15:10:37.995,switch_sensor46452,1-725,1009.011
2024-07-04 15:10:37.989,switch_sensor46410,1-725,1009.005
2024-07-04 15:10:37.997,switch_sensor21414,1-725,1009.013
2024-07-04 15:10:38.096,switch_sensor46451,1-725,1009.112
2024-07-04 15:10:38.097,switch_sensor46408,1-725,1009.113
2024-07-04 15:10:38.098,switch_sensor46403,1-725,1009.114
2024-07-04 15:10:38.100,switch_sensor21413,1-725,1009.116
2024-07-04 15:10:38.095,switch_sensor21419,1-725,1009.111
2024-07-04 15:10:38.102,switch_sensor46d16,1-725,1009.118
2024-07-04 15:10:38.101,switch_sensor21417,1-725,1009.117
2024-07-04 15:10:38.104,switch_sensor46416,1-725,1009.12
2024-07-04 15:10:38.105,switch_sensor46414,1-725,1009.121
2024-07-04 15:10:38.108,switch_sensor46405,1-725,1009.124
2024-07-04 15:10:38.107,undeploy_start,1-704,1009.123
2024-07-04 15:10:38.106,switch_sensor46d04,1-725,1009.122
2024-07-04 15:10:40.406,undeploy_complete,1-704,1011.422
2024-07-04 15:12:05.676,deploy_start,1-572,1096.692
2024-07-04 15:12:35.909,deploy_complete,1-572,1126.925
2024-07-04 15:12:35.911,switch_sensor21d13,1-572,1126.927
2024-07-04 15:12:35.912,switch_sensor46404,1-572,1126.928
2024-07-04 15:12:35.912,switch_sensor46402,1-572,1126.928
2024-07-04 15:12:35.915,switch_sensor46409,1-572,1126.931
2024-07-04 15:12:35.916,switch_sensor46490,1-572,1126.932
2024-07-04 15:12:35.918,switch_sensor21415,1-572,1126.934
2024-07-04 15:12:35.919,switch_sensor46401,1-572,1126.935
2024-07-04 15:12:35.921,switch_sensor46419,1-572,1126.937
2024-07-04 15:12:35.917,switch_sensor46411,1-572,1126.933
2024-07-04 15:12:35.922,switch_sensor46413,1-572,1126.938
2024-07-04 15:12:35.924,switch_sensor46415,1-572,1126.94
2024-07-04 15:12:35.923,switch_sensor46407,1-572,1126.939
2024-07-04 15:12:35.926,switch_sensor46410,1-572,1126.942
2024-07-04 15:12:35.927,switch_sensor46d02,1-572,1126.943
2024-07-04 15:12:35.928,switch_sensor21418,1-572,1126.944
2024-07-04 15:12:35.929,switch_sensor21416,1-572,1126.945
2024-07-04 15:12:35.932,switch_sensor46452,1-572,1126.948
2024-07-04 15:12:35.930,switch_sensor46412,1-572,1126.946
2024-07-04 15:12:36.029,switch_sensor21414,1-572,1127.045
2024-07-04 15:12:36.030,switch_sensor21419,1-572,1127.046
2024-07-04 15:12:36.031,switch_sensor46451,1-572,1127.047
2024-07-04 15:12:36.035,switch_sensor21417,1-572,1127.051
2024-07-04 15:12:36.034,switch_sensor46403,1-572,1127.05
2024-07-04 15:12:36.035,switch_sensor21413,1-572,1127.051
2024-07-04 15:12:36.035,switch_sensor46408,1-572,1127.051
2024-07-04 15:12:36.036,switch_sensor46d16,1-572,1127.052
2024-07-04 15:12:36.039,switch_sensor46416,1-572,1127.055
2024-07-04 15:12:36.040,switch_sensor46414,1-572,1127.056
2024-07-04 15:12:36.042,undeploy_start,1-725,1127.058
2024-07-04 15:12:36.042,switch_sensor46d04,1-572,1127.058
2024-07-04 15:12:36.043,switch_sensor46405,1-572,1127.059
2024-07-04 15:12:37.590,undeploy_complete,1-725,1128.606
2024-07-04 15:14:01.968,deploy_start,1-724,1212.984
2024-07-04 15:14:40.699,deploy_complete,1-724,1251.715
2024-07-04 15:14:40.702,switch_sensor21d13,1-724,1251.718
2024-07-04 15:14:40.704,switch_sensor46402,1-724,1251.72
2024-07-04 15:14:40.705,switch_sensor46409,1-724,1251.721
2024-07-04 15:14:40.707,switch_sensor46404,1-724,1251.723
2024-07-04 15:14:40.707,switch_sensor46490,1-724,1251.723
2024-07-04 15:14:40.708,switch_sensor46411,1-724,1251.724
2024-07-04 15:14:40.710,switch_sensor21415,1-724,1251.726
2024-07-04 15:14:40.712,switch_sensor46419,1-724,1251.728
2024-07-04 15:14:40.713,switch_sensor46413,1-724,1251.729
2024-07-04 15:14:40.715,switch_sensor46407,1-724,1251.731
2024-07-04 15:14:40.711,switch_sensor46401,1-724,1251.727
2024-07-04 15:14:40.718,switch_sensor46410,1-724,1251.734
2024-07-04 15:14:40.716,switch_sensor46415,1-724,1251.732
2024-07-04 15:14:40.719,switch_sensor46d02,1-724,1251.735
2024-07-04 15:14:40.720,switch_sensor21418,1-724,1251.736
2024-07-04 15:14:40.723,switch_sensor46412,1-724,1251.739
2024-07-04 15:14:40.722,switch_sensor21416,1-724,1251.738
2024-07-04 15:14:40.725,switch_sensor21414,1-724,1251.741
2024-07-04 15:14:40.822,switch_sensor21419,1-724,1251.838
2024-07-04 15:14:40.823,switch_sensor46451,1-724,1251.839
2024-07-04 15:14:40.824,switch_sensor46408,1-724,1251.84
2024-07-04 15:14:40.827,switch_sensor21413,1-724,1251.843
2024-07-04 15:14:40.828,switch_sensor21417,1-724,1251.844
2024-07-04 15:14:40.826,switch_sensor46403,1-724,1251.842
2024-07-04 15:14:40.830,switch_sensor46d16,1-724,1251.846
2024-07-04 15:14:40.833,switch_sensor46414,1-724,1251.849
2024-07-04 15:14:40.831,switch_sensor46416,1-724,1251.847
2024-07-04 15:14:40.835,switch_sensor46405,1-724,1251.851
2024-07-04 15:14:40.835,undeploy_start,1-572,1251.851
2024-07-04 15:14:40.834,switch_sensor46d04,1-724,1251.85
2024-07-04 15:14:40.908,switch_sensor46452,1-724,1251.924
2024-07-04 15:14:42.436,undeploy_complete,1-572,1253.452
2024-07-04 15:16:23.788,deploy_start,1-593,1354.804
2024-07-04 15:16:41.140,deploy_complete,1-593,1372.156
2024-07-04 15:16:41.143,switch_sensor46404,1-593,1372.159
2024-07-04 15:16:41.142,switch_sensor21d13,1-593,1372.158
2024-07-04 15:16:41.144,switch_sensor46402,1-593,1372.16
2024-07-04 15:16:41.147,switch_sensor46490,1-593,1372.163
2024-07-04 15:16:41.147,switch_sensor46409,1-593,1372.163
2024-07-04 15:16:41.148,switch_sensor46411,1-593,1372.164
2024-07-04 15:16:41.150,switch_sensor21415,1-593,1372.166
2024-07-04 15:16:41.152,switch_sensor46419,1-593,1372.168
2024-07-04 15:16:41.151,switch_sensor46401,1-593,1372.167
2024-07-04 15:16:41.153,switch_sensor46413,1-593,1372.169
2024-07-04 15:16:41.156,switch_sensor46410,1-593,1372.172
2024-07-04 15:16:41.157,switch_sensor46d02,1-593,1372.173
2024-07-04 15:16:41.156,switch_sensor46415,1-593,1372.172
2024-07-04 15:16:41.160,switch_sensor21416,1-593,1372.176
2024-07-04 15:16:41.162,switch_sensor46452,1-593,1372.178
2024-07-04 15:16:41.161,switch_sensor46412,1-593,1372.177
2024-07-04 15:16:41.164,switch_sensor21414,1-593,1372.18
2024-07-04 15:16:41.263,switch_sensor46451,1-593,1372.279
2024-07-04 15:16:41.262,switch_sensor21418,1-593,1372.278
2024-07-04 15:16:41.265,switch_sensor46408,1-593,1372.281
2024-07-04 15:16:41.262,switch_sensor21419,1-593,1372.278
2024-07-04 15:16:41.266,switch_sensor46403,1-593,1372.282
2024-07-04 15:16:41.269,switch_sensor21417,1-593,1372.285
2024-07-04 15:16:41.270,switch_sensor46d16,1-593,1372.286
2024-07-04 15:16:41.268,switch_sensor21413,1-593,1372.284
2024-07-04 15:16:41.272,switch_sensor46416,1-593,1372.288
2024-07-04 15:16:41.275,switch_sensor46d04,1-593,1372.291
2024-07-04 15:16:41.275,undeploy_start,1-724,1372.291
2024-07-04 15:16:41.273,switch_sensor46414,1-593,1372.289
2024-07-04 15:16:41.277,switch_sensor46405,1-593,1372.293
2024-07-04 15:16:41.348,switch_sensor46407,1-593,1372.364
2024-07-04 15:16:45.520,undeploy_complete,1-724,1376.536
