time,client,sat,distance,time_s
2024-07-05 13:19:10.622,sensor21414',1-704,11789.0,953.891
2024-07-05 13:19:10.623,sensor46411',1-704,9830.0,953.892
2024-07-05 13:19:10.624,sensor46402',1-704,7133.0,953.893
2024-07-05 13:19:10.624,sensor46415',1-704,2216.0,953.893
2024-07-05 13:19:10.624,sensor21416',1-704,15460.0,953.893
2024-07-05 13:19:10.625,sensor21d13',1-704,31979.0,953.894
2024-07-05 13:19:10.625,sensor46413',1-704,9702.0,953.894
2024-07-05 13:19:10.626,sensor46409',1-704,4424.0,953.895
2024-07-05 13:19:10.626,sensor46419',1-704,2717.0,953.895
2024-07-05 13:19:10.626,sensor46401',1-704,9295.0,953.895
2024-07-05 13:19:10.627,sensor21418',1-704,21841.0,953.896
2024-07-05 13:19:10.627,sensor46d16',1-704,2208.0,953.896
2024-07-05 13:19:10.627,sensor21419',1-704,18307.0,953.896
2024-07-05 13:19:10.628,sensor46407',1-704,5026.0,953.897
2024-07-05 13:19:10.628,sensor46408',1-704,8862.0,953.897
2024-07-05 13:19:10.628,sensor46d02',1-704,7114.0,953.897
2024-07-05 13:19:10.629,sensor46404',1-704,3221.0,953.898
2024-07-05 13:19:10.630,sensor21413',1-704,31975.0,953.899
2024-07-05 13:19:10.630,sensor46452',1-704,4502.0,953.899
2024-07-05 13:19:10.630,sensor46403',1-704,5427.0,953.899
2024-07-05 13:19:10.631,sensor21415',1-704,13322.0,953.9
2024-07-05 13:19:10.631,sensor46410',1-704,4849.0,953.9
2024-07-05 13:19:10.631,sensor46451',1-704,4509.0,953.9
2024-07-05 13:19:10.632,sensor46412',1-704,19221.0,953.901
2024-07-05 13:19:10.632,sensor21417',1-704,18500.0,953.901
2024-07-05 13:19:10.632,sensor46416',1-704,2215.0,953.901
2024-07-05 13:19:10.633,sensor46414',1-704,4699.0,953.902
2024-07-05 13:19:10.718,sensor46405',1-704,3738.0,953.987
2024-07-05 13:19:10.718,sensor46d04',1-704,3221.0,953.987
2024-07-05 13:19:10.719,sensor46490',1-704,19218.0,953.988
2024-07-05 13:19:12.549,sensor21414',1-704,11789.0,955.818
2024-07-05 13:19:12.550,sensor46411',1-704,9830.0,955.819
2024-07-05 13:19:12.550,sensor46402',1-704,7133.0,955.819
2024-07-05 13:19:12.551,sensor46415',1-704,2216.0,955.82
2024-07-05 13:19:12.551,sensor21416',1-704,15460.0,955.82
2024-07-05 13:19:12.551,sensor21d13',1-704,31979.0,955.82
2024-07-05 13:19:12.552,sensor46413',1-704,9702.0,955.821
2024-07-05 13:19:12.552,sensor46409',1-704,4424.0,955.821
2024-07-05 13:19:12.552,sensor46419',1-704,2717.0,955.821
2024-07-05 13:19:12.553,sensor46401',1-704,9295.0,955.822
2024-07-05 13:19:12.553,sensor21418',1-704,21841.0,955.822
2024-07-05 13:19:12.553,sensor46d16',1-704,2208.0,955.822
2024-07-05 13:19:12.554,sensor21419',1-704,18307.0,955.823
2024-07-05 13:19:12.554,sensor46407',1-704,5026.0,955.823
2024-07-05 13:19:12.555,sensor46408',1-704,8862.0,955.824
2024-07-05 13:19:12.555,sensor46d02',1-704,7114.0,955.824
2024-07-05 13:19:12.555,sensor46404',1-704,3221.0,955.824
2024-07-05 13:19:12.556,sensor21413',1-704,31975.0,955.825
2024-07-05 13:19:12.556,sensor46452',1-704,4502.0,955.825
2024-07-05 13:19:12.556,sensor46403',1-704,5427.0,955.825
2024-07-05 13:19:12.557,sensor21415',1-704,13322.0,955.826
2024-07-05 13:19:12.557,sensor46410',1-704,4849.0,955.826
2024-07-05 13:19:12.558,sensor46451',1-704,4509.0,955.827
2024-07-05 13:19:12.558,sensor46412',1-704,19221.0,955.827
2024-07-05 13:19:12.558,sensor21417',1-704,18500.0,955.827
2024-07-05 13:19:12.559,sensor46416',1-704,2215.0,955.828
2024-07-05 13:19:12.559,sensor46414',1-704,4699.0,955.828
2024-07-05 13:19:12.645,sensor46405',1-704,3738.0,955.914
2024-07-05 13:19:12.646,sensor46d04',1-704,3221.0,955.915
2024-07-05 13:19:12.646,sensor46490',1-704,19218.0,955.915
2024-07-05 13:19:14.480,sensor21414',1-704,11789.0,957.749
2024-07-05 13:19:14.481,sensor46411',1-704,9830.0,957.75
2024-07-05 13:19:14.482,sensor46402',1-704,7133.0,957.751
2024-07-05 13:19:14.482,sensor46415',1-704,2216.0,957.751
2024-07-05 13:19:14.482,sensor21416',1-704,15460.0,957.751
2024-07-05 13:19:14.483,sensor21d13',1-704,31979.0,957.752
2024-07-05 13:19:14.483,sensor46413',1-704,9702.0,957.752
2024-07-05 13:19:14.484,sensor46409',1-704,4424.0,957.753
2024-07-05 13:19:14.484,sensor46419',1-704,2717.0,957.753
2024-07-05 13:19:14.484,sensor46401',1-704,9295.0,957.753
2024-07-05 13:19:14.485,sensor21418',1-704,21841.0,957.754
2024-07-05 13:19:14.486,sensor46d16',1-704,2208.0,957.755
2024-07-05 13:19:14.486,sensor21419',1-704,18307.0,957.755
2024-07-05 13:19:14.486,sensor46407',1-704,5026.0,957.755
2024-07-05 13:19:14.487,sensor46408',1-704,8862.0,957.756
2024-07-05 13:19:14.487,sensor46d02',1-704,7114.0,957.756
2024-07-05 13:19:14.487,sensor46404',1-704,3221.0,957.756
2024-07-05 13:19:14.488,sensor21413',1-704,31975.0,957.757
2024-07-05 13:19:14.488,sensor46452',1-704,4502.0,957.757
2024-07-05 13:19:14.489,sensor46403',1-704,5427.0,957.758
2024-07-05 13:19:14.489,sensor21415',1-704,13322.0,957.758
2024-07-05 13:19:14.489,sensor46410',1-704,4849.0,957.758
2024-07-05 13:19:14.490,sensor46451',1-704,4509.0,957.759
2024-07-05 13:19:14.490,sensor46412',1-704,19221.0,957.759
2024-07-05 13:19:14.491,sensor21417',1-704,18500.0,957.76
2024-07-05 13:19:14.491,sensor46416',1-704,2215.0,957.76
2024-07-05 13:19:14.491,sensor46414',1-704,4699.0,957.76
2024-07-05 13:19:14.577,sensor46405',1-704,3738.0,957.846
2024-07-05 13:19:14.577,sensor46d04',1-704,3221.0,957.846
2024-07-05 13:19:14.578,sensor46490',1-704,19218.0,957.847
2024-07-05 13:19:16.422,sensor21414',1-704,11789.0,959.691
2024-07-05 13:19:16.423,sensor46411',1-704,9830.0,959.692
2024-07-05 13:19:16.423,sensor46402',1-704,7133.0,959.692
2024-07-05 13:19:16.424,sensor46415',1-704,2216.0,959.693
2024-07-05 13:19:16.424,sensor21416',1-704,15460.0,959.693
2024-07-05 13:19:16.425,sensor21d13',1-704,31979.0,959.694
2024-07-05 13:19:16.425,sensor46413',1-704,9702.0,959.694
2024-07-05 13:19:16.426,sensor46409',1-704,4424.0,959.695
2024-07-05 13:19:16.426,sensor46419',1-704,2717.0,959.695
2024-07-05 13:19:16.426,sensor46401',1-704,9295.0,959.695
2024-07-05 13:19:16.427,sensor21418',1-704,21841.0,959.696
2024-07-05 13:19:16.427,sensor46d16',1-704,2208.0,959.696
2024-07-05 13:19:16.427,sensor21419',1-704,18307.0,959.696
2024-07-05 13:19:16.428,sensor46407',1-704,5026.0,959.697
2024-07-05 13:19:16.428,sensor46408',1-704,8862.0,959.697
2024-07-05 13:19:16.428,sensor46d02',1-704,7114.0,959.697
2024-07-05 13:19:16.429,sensor46404',1-704,3221.0,959.698
2024-07-05 13:19:16.430,sensor21413',1-704,31975.0,959.699
2024-07-05 13:19:16.430,sensor46452',1-704,4502.0,959.699
2024-07-05 13:19:16.430,sensor46403',1-704,5427.0,959.699
2024-07-05 13:19:16.431,sensor21415',1-704,13322.0,959.7
2024-07-05 13:19:16.431,sensor46410',1-704,4849.0,959.7
2024-07-05 13:19:16.431,sensor46451',1-704,4509.0,959.7
2024-07-05 13:19:16.432,sensor46412',1-704,19221.0,959.701
2024-07-05 13:19:16.432,sensor21417',1-704,19113.0,959.701
2024-07-05 13:19:16.432,sensor46416',1-704,2215.0,959.701
2024-07-05 13:19:16.433,sensor46414',1-704,4699.0,959.702
2024-07-05 13:19:16.518,sensor46405',1-704,3738.0,959.787
2024-07-05 13:19:16.518,sensor46d04',1-704,3221.0,959.787
2024-07-05 13:19:16.519,sensor46490',1-704,19218.0,959.788
2024-07-05 13:19:18.449,sensor21414',1-704,11789.0,961.718
2024-07-05 13:19:18.450,sensor46411',1-704,9830.0,961.719
2024-07-05 13:19:18.450,sensor46402',1-704,7133.0,961.719
2024-07-05 13:19:18.450,sensor46415',1-704,2216.0,961.719
2024-07-05 13:19:18.451,sensor21416',1-704,15460.0,961.72
2024-07-05 13:19:18.451,sensor21d13',1-704,31979.0,961.72
2024-07-05 13:19:18.451,sensor46413',1-704,9702.0,961.72
2024-07-05 13:19:18.452,sensor46409',1-704,4424.0,961.721
2024-07-05 13:19:18.452,sensor46419',1-704,2717.0,961.721
2024-07-05 13:19:18.452,sensor46401',1-704,9295.0,961.721
2024-07-05 13:19:18.453,sensor21418',1-704,21841.0,961.722
2024-07-05 13:19:18.453,sensor46d16',1-704,2208.0,961.722
2024-07-05 13:19:18.454,sensor21419',1-704,18307.0,961.723
2024-07-05 13:19:18.454,sensor46407',1-704,4520.0,961.723
2024-07-05 13:19:18.454,sensor46408',1-704,9284.0,961.723
2024-07-05 13:19:18.455,sensor46d02',1-704,7114.0,961.724
2024-07-05 13:19:18.455,sensor46404',1-704,3221.0,961.724
2024-07-05 13:19:18.456,sensor21413',1-704,31975.0,961.725
2024-07-05 13:19:18.456,sensor46452',1-704,4502.0,961.725
2024-07-05 13:19:18.456,sensor46403',1-704,5941.0,961.725
2024-07-05 13:19:18.457,sensor21415',1-704,13322.0,961.726
2024-07-05 13:19:18.458,sensor46410',1-704,4849.0,961.727
2024-07-05 13:19:18.458,sensor46451',1-704,4509.0,961.727
2024-07-05 13:19:18.458,sensor46412',1-704,19221.0,961.727
2024-07-05 13:19:18.459,sensor21417',1-704,19113.0,961.728
2024-07-05 13:19:18.459,sensor46416',1-704,2215.0,961.728
2024-07-05 13:19:18.459,sensor46414',1-704,4699.0,961.728
2024-07-05 13:19:18.550,sensor46405',1-704,3738.0,961.819
2024-07-05 13:19:18.550,sensor46d04',1-704,3221.0,961.819
2024-07-05 13:19:18.550,sensor46490',1-704,19218.0,961.819
2024-07-05 13:19:20.469,sensor21414',1-704,11789.0,963.738
2024-07-05 13:19:20.470,sensor46411',1-704,9830.0,963.739
2024-07-05 13:19:20.470,sensor46402',1-704,7133.0,963.739
2024-07-05 13:19:20.471,sensor46415',1-704,2216.0,963.74
2024-07-05 13:19:20.471,sensor21416',1-704,15460.0,963.74
2024-07-05 13:19:20.472,sensor21d13',1-704,31979.0,963.741
2024-07-05 13:19:20.472,sensor46413',1-704,10205.0,963.741
2024-07-05 13:19:20.472,sensor46409',1-704,4424.0,963.741
2024-07-05 13:19:20.473,sensor46419',1-704,2717.0,963.742
2024-07-05 13:19:20.473,sensor46401',1-704,9295.0,963.742
2024-07-05 13:19:20.474,sensor21418',1-704,21841.0,963.743
2024-07-05 13:19:20.474,sensor46d16',1-704,2208.0,963.743
2024-07-05 13:19:20.474,sensor21419',1-704,18826.0,963.743
2024-07-05 13:19:20.475,sensor46407',1-704,3741.0,963.744
2024-07-05 13:19:20.475,sensor46408',1-704,9341.0,963.744
2024-07-05 13:19:20.475,sensor46d02',1-704,7114.0,963.744
2024-07-05 13:19:20.476,sensor46404',1-704,3221.0,963.745
2024-07-05 13:19:20.476,sensor21413',1-704,31975.0,963.745
2024-07-05 13:19:20.477,sensor46452',1-704,4502.0,963.746
2024-07-05 13:19:20.477,sensor46403',1-704,5941.0,963.746
2024-07-05 13:19:20.478,sensor21415',1-704,13322.0,963.747
2024-07-05 13:19:20.478,sensor46410',1-704,11052.0,963.747
2024-07-05 13:19:20.478,sensor46451',1-704,4509.0,963.747
2024-07-05 13:19:20.479,sensor46412',1-704,11652.0,963.748
2024-07-05 13:19:20.479,sensor21417',1-704,19113.0,963.748
2024-07-05 13:19:20.479,sensor46416',1-704,2215.0,963.748
2024-07-05 13:19:20.480,sensor46414',1-704,4699.0,963.749
2024-07-05 13:19:20.565,sensor46405',1-704,3738.0,963.834
2024-07-05 13:19:20.566,sensor46d04',1-704,3221.0,963.835
2024-07-05 13:19:20.566,sensor46490',1-704,11645.0,963.835
2024-07-05 13:20:06.963,sensor21414',1-725,7068.0,1010.232
2024-07-05 13:20:06.964,sensor46411',1-725,17090.0,1010.233
2024-07-05 13:20:06.964,sensor46402',1-725,2707.0,1010.233
2024-07-05 13:20:06.964,sensor46415',1-725,4436.0,1010.233
2024-07-05 13:20:06.965,sensor21416',1-725,10793.0,1010.234
2024-07-05 13:20:06.966,sensor21d13',1-725,25790.0,1010.235
2024-07-05 13:20:06.966,sensor46413',1-725,5419.0,1010.235
2024-07-05 13:20:06.966,sensor46409',1-725,2724.0,1010.235
2024-07-05 13:20:06.967,sensor46419',1-725,7392.0,1010.236
2024-07-05 13:20:06.967,sensor46401',1-725,5575.0,1010.236
2024-07-05 13:20:06.967,sensor21418',1-725,16666.0,1010.236
2024-07-05 13:20:06.968,sensor46d16',1-725,6181.0,1010.237
2024-07-05 13:20:06.968,sensor21419',1-725,14742.0,1010.237
2024-07-05 13:20:06.968,sensor46407',1-725,9415.0,1010.237
2024-07-05 13:20:06.969,sensor46408',1-725,4074.0,1010.238
2024-07-05 13:20:06.969,sensor46d02',1-725,2713.0,1010.238
2024-07-05 13:20:06.969,sensor46404',1-725,8900.0,1010.238
2024-07-05 13:20:06.970,sensor21413',1-725,25785.0,1010.239
2024-07-05 13:20:06.970,sensor46452',1-725,9405.0,1010.239
2024-07-05 13:20:06.970,sensor46403',1-725,2194.0,1010.239
2024-07-05 13:20:06.971,sensor21415',1-725,8213.0,1010.24
2024-07-05 13:20:06.971,sensor46410',1-725,4445.0,1010.24
2024-07-05 13:20:06.972,sensor46451',1-725,9415.0,1010.241
2024-07-05 13:20:06.972,sensor46412',1-725,17233.0,1010.241
2024-07-05 13:20:06.972,sensor21417',1-725,15369.0,1010.241
2024-07-05 13:20:06.973,sensor46416',1-725,6176.0,1010.242
2024-07-05 13:20:06.973,sensor46414',1-725,2200.0,1010.242
2024-07-05 13:20:07.060,sensor46405',1-725,8918.0,1010.329
2024-07-05 13:20:07.060,sensor46d04',1-725,8900.0,1010.329
2024-07-05 13:20:07.060,sensor46490',1-725,17227.0,1010.329
2024-07-05 13:20:08.961,sensor21414',1-725,7068.0,1012.23
2024-07-05 13:20:08.962,sensor46411',1-725,17090.0,1012.231
2024-07-05 13:20:08.962,sensor46402',1-725,2707.0,1012.231
2024-07-05 13:20:08.963,sensor46415',1-725,4436.0,1012.232
2024-07-05 13:20:08.963,sensor21416',1-725,10793.0,1012.232
2024-07-05 13:20:08.963,sensor21d13',1-725,25790.0,1012.232
2024-07-05 13:20:08.964,sensor46413',1-725,5419.0,1012.233
2024-07-05 13:20:08.964,sensor46409',1-725,2724.0,1012.233
2024-07-05 13:20:08.964,sensor46419',1-725,7392.0,1012.233
2024-07-05 13:20:08.965,sensor46401',1-725,5575.0,1012.234
2024-07-05 13:20:08.965,sensor21418',1-725,16666.0,1012.234
2024-07-05 13:20:08.965,sensor46d16',1-725,6181.0,1012.234
2024-07-05 13:20:08.966,sensor21419',1-725,14742.0,1012.235
2024-07-05 13:20:08.966,sensor46407',1-725,9415.0,1012.235
2024-07-05 13:20:08.966,sensor46408',1-725,4074.0,1012.235
2024-07-05 13:20:08.967,sensor46d02',1-725,2713.0,1012.236
2024-07-05 13:20:08.967,sensor46404',1-725,8900.0,1012.236
2024-07-05 13:20:08.967,sensor21413',1-725,25785.0,1012.236
2024-07-05 13:20:08.968,sensor46452',1-725,9405.0,1012.237
2024-07-05 13:20:08.968,sensor46403',1-725,2194.0,1012.237
2024-07-05 13:20:08.969,sensor21415',1-725,8213.0,1012.238
2024-07-05 13:20:08.969,sensor46410',1-725,3741.0,1012.238
2024-07-05 13:20:08.970,sensor46451',1-725,9415.0,1012.239
2024-07-05 13:20:08.970,sensor46412',1-725,17233.0,1012.239
2024-07-05 13:20:08.970,sensor21417',1-725,15369.0,1012.239
2024-07-05 13:20:08.971,sensor46416',1-725,6176.0,1012.24
2024-07-05 13:20:08.971,sensor46414',1-725,2200.0,1012.24
2024-07-05 13:20:09.063,sensor46405',1-725,8918.0,1012.332
2024-07-05 13:20:09.063,sensor46d04',1-725,8390.0,1012.332
2024-07-05 13:20:09.063,sensor46490',1-725,17227.0,1012.332
2024-07-05 13:20:10.959,sensor21414',1-725,7068.0,1014.228
2024-07-05 13:20:10.960,sensor46411',1-725,17090.0,1014.229
2024-07-05 13:20:10.960,sensor46402',1-725,2707.0,1014.229
2024-07-05 13:20:10.961,sensor46415',1-725,4436.0,1014.23
2024-07-05 13:20:10.961,sensor21416',1-725,10793.0,1014.23
2024-07-05 13:20:10.962,sensor21d13',1-725,25790.0,1014.231
2024-07-05 13:20:10.962,sensor46413',1-725,5419.0,1014.231
2024-07-05 13:20:10.962,sensor46409',1-725,2724.0,1014.231
2024-07-05 13:20:10.963,sensor46419',1-725,7392.0,1014.232
2024-07-05 13:20:10.963,sensor46401',1-725,5575.0,1014.232
2024-07-05 13:20:10.964,sensor21418',1-725,16666.0,1014.233
2024-07-05 13:20:10.964,sensor46d16',1-725,6181.0,1014.233
2024-07-05 13:20:10.964,sensor21419',1-725,14902.0,1014.233
2024-07-05 13:20:10.965,sensor46407',1-725,9415.0,1014.234
2024-07-05 13:20:10.965,sensor46408',1-725,4074.0,1014.234
2024-07-05 13:20:10.966,sensor46d02',1-725,2713.0,1014.235
2024-07-05 13:20:10.966,sensor46404',1-725,8389.0,1014.235
2024-07-05 13:20:10.966,sensor21413',1-725,25785.0,1014.235
2024-07-05 13:20:10.967,sensor46452',1-725,9405.0,1014.236
2024-07-05 13:20:10.967,sensor46403',1-725,2194.0,1014.236
2024-07-05 13:20:10.967,sensor21415',1-725,8213.0,1014.236
2024-07-05 13:20:10.968,sensor46410',1-725,3741.0,1014.237
2024-07-05 13:20:10.968,sensor46451',1-725,9415.0,1014.237
2024-07-05 13:20:10.968,sensor46412',1-725,17233.0,1014.237
2024-07-05 13:20:10.969,sensor21417',1-725,15369.0,1014.238
2024-07-05 13:20:10.970,sensor46416',1-725,6176.0,1014.239
2024-07-05 13:20:10.970,sensor46414',1-725,2200.0,1014.239
2024-07-05 13:20:11.054,sensor46405',1-725,8918.0,1014.323
2024-07-05 13:20:11.055,sensor46d04',1-725,8390.0,1014.324
2024-07-05 13:20:11.055,sensor46490',1-725,17227.0,1014.324
2024-07-05 13:20:12.984,sensor21414',1-725,7068.0,1016.253
2024-07-05 13:20:12.985,sensor46411',1-725,17090.0,1016.254
2024-07-05 13:20:12.985,sensor46402',1-725,2707.0,1016.254
2024-07-05 13:20:12.986,sensor46415',1-725,4436.0,1016.255
2024-07-05 13:20:12.986,sensor21416',1-725,10793.0,1016.255
2024-07-05 13:20:12.986,sensor21d13',1-725,25790.0,1016.255
2024-07-05 13:20:12.987,sensor46413',1-725,5419.0,1016.256
2024-07-05 13:20:12.987,sensor46409',1-725,2724.0,1016.256
2024-07-05 13:20:12.987,sensor46419',1-725,7392.0,1016.256
2024-07-05 13:20:12.988,sensor46401',1-725,5575.0,1016.257
2024-07-05 13:20:12.988,sensor21418',1-725,16666.0,1016.257
2024-07-05 13:20:12.989,sensor46d16',1-725,6181.0,1016.258
2024-07-05 13:20:12.989,sensor21419',1-725,14902.0,1016.258
2024-07-05 13:20:12.990,sensor46407',1-725,9415.0,1016.259
2024-07-05 13:20:12.990,sensor46408',1-725,4074.0,1016.259
2024-07-05 13:20:12.990,sensor46d02',1-725,2713.0,1016.259
2024-07-05 13:20:12.991,sensor46404',1-725,8389.0,1016.26
2024-07-05 13:20:12.991,sensor21413',1-725,25785.0,1016.26
2024-07-05 13:20:12.991,sensor46452',1-725,9405.0,1016.26
2024-07-05 13:20:12.992,sensor46403',1-725,2194.0,1016.261
2024-07-05 13:20:12.992,sensor21415',1-725,8213.0,1016.261
2024-07-05 13:20:12.992,sensor46410',1-725,3741.0,1016.261
2024-07-05 13:20:12.993,sensor46451',1-725,9415.0,1016.262
2024-07-05 13:20:12.993,sensor46412',1-725,17233.0,1016.262
2024-07-05 13:20:12.994,sensor21417',1-725,15369.0,1016.263
2024-07-05 13:20:12.994,sensor46416',1-725,6176.0,1016.263
2024-07-05 13:20:12.995,sensor46414',1-725,2200.0,1016.264
2024-07-05 13:20:13.080,sensor46405',1-725,8918.0,1016.349
2024-07-05 13:20:13.080,sensor46d04',1-725,8390.0,1016.349
2024-07-05 13:20:13.081,sensor46490',1-725,17227.0,1016.35
2024-07-05 13:20:14.993,sensor21414',1-725,7068.0,1018.262
2024-07-05 13:20:14.994,sensor46411',1-725,11155.0,1018.263
2024-07-05 13:20:14.994,sensor46402',1-725,2707.0,1018.263
2024-07-05 13:20:14.994,sensor46415',1-725,4436.0,1018.263
2024-07-05 13:20:14.995,sensor21416',1-725,10793.0,1018.264
2024-07-05 13:20:14.995,sensor21d13',1-725,25790.0,1018.264
2024-07-05 13:20:14.995,sensor46413',1-725,5419.0,1018.264
2024-07-05 13:20:14.996,sensor46409',1-725,2724.0,1018.265
2024-07-05 13:20:14.996,sensor46419',1-725,7392.0,1018.265
2024-07-05 13:20:14.996,sensor46401',1-725,5575.0,1018.265
2024-07-05 13:20:14.997,sensor21418',1-725,16666.0,1018.266
2024-07-05 13:20:14.998,sensor46d16',1-725,6181.0,1018.267
2024-07-05 13:20:14.998,sensor21419',1-725,14902.0,1018.267
2024-07-05 13:20:14.998,sensor46407',1-725,9415.0,1018.267
2024-07-05 13:20:14.999,sensor46408',1-725,4074.0,1018.268
2024-07-05 13:20:14.999,sensor46d02',1-725,2713.0,1018.268
2024-07-05 13:20:14.999,sensor46404',1-725,8389.0,1018.268
2024-07-05 13:20:15.000,sensor21413',1-725,25785.0,1018.269
2024-07-05 13:20:15.000,sensor46452',1-725,9405.0,1018.269
2024-07-05 13:20:15.000,sensor46403',1-725,2194.0,1018.269
2024-07-05 13:20:15.001,sensor21415',1-725,8213.0,1018.27
2024-07-05 13:20:15.001,sensor46410',1-725,3741.0,1018.27
2024-07-05 13:20:15.002,sensor46451',1-725,9415.0,1018.271
2024-07-05 13:20:15.002,sensor46412',1-725,17233.0,1018.271
2024-07-05 13:20:15.002,sensor21417',1-725,15369.0,1018.271
2024-07-05 13:20:15.003,sensor46416',1-725,6176.0,1018.272
2024-07-05 13:20:15.003,sensor46414',1-725,2200.0,1018.272
2024-07-05 13:20:15.089,sensor46405',1-725,8918.0,1018.358
2024-07-05 13:20:15.089,sensor46d04',1-725,8390.0,1018.358
2024-07-05 13:20:15.089,sensor46490',1-725,17227.0,1018.358
2024-07-05 13:20:17.004,sensor21414',1-725,7068.0,1020.273
2024-07-05 13:20:17.005,sensor46411',1-725,11155.0,1020.274
2024-07-05 13:20:17.006,sensor46402',1-725,2707.0,1020.275
2024-07-05 13:20:17.006,sensor46415',1-725,4436.0,1020.275
2024-07-05 13:20:17.006,sensor21416',1-725,11129.0,1020.275
2024-07-05 13:20:17.007,sensor21d13',1-725,25790.0,1020.276
2024-07-05 13:20:17.007,sensor46413',1-725,5419.0,1020.276
2024-07-05 13:20:17.007,sensor46409',1-725,2724.0,1020.276
2024-07-05 13:20:17.008,sensor46419',1-725,7392.0,1020.277
2024-07-05 13:20:17.008,sensor46401',1-725,5575.0,1020.277
2024-07-05 13:20:17.008,sensor21418',1-725,16666.0,1020.277
2024-07-05 13:20:17.009,sensor46d16',1-725,6181.0,1020.278
2024-07-05 13:20:17.009,sensor21419',1-725,14902.0,1020.278
2024-07-05 13:20:17.010,sensor46407',1-725,9415.0,1020.279
2024-07-05 13:20:17.010,sensor46408',1-725,4074.0,1020.279
2024-07-05 13:20:17.011,sensor46d02',1-725,2713.0,1020.28
2024-07-05 13:20:17.011,sensor46404',1-725,8389.0,1020.28
2024-07-05 13:20:17.011,sensor21413',1-725,25785.0,1020.28
2024-07-05 13:20:17.012,sensor46452',1-725,8894.0,1020.281
2024-07-05 13:20:17.012,sensor46403',1-725,2194.0,1020.281
2024-07-05 13:20:17.012,sensor21415',1-725,8949.0,1020.281
2024-07-05 13:20:17.013,sensor46410',1-725,3741.0,1020.282
2024-07-05 13:20:17.013,sensor46451',1-725,8902.0,1020.282
2024-07-05 13:20:17.014,sensor46412',1-725,17233.0,1020.283
2024-07-05 13:20:17.014,sensor21417',1-725,15369.0,1020.283
2024-07-05 13:20:17.014,sensor46416',1-725,6176.0,1020.283
2024-07-05 13:20:17.015,sensor46414',1-725,2200.0,1020.284
2024-07-05 13:20:17.100,sensor46405',1-725,8918.0,1020.369
2024-07-05 13:20:17.100,sensor46d04',1-725,8390.0,1020.369
2024-07-05 13:20:17.101,sensor46490',1-725,17227.0,1020.37
2024-07-05 13:20:19.035,sensor21414',1-725,7068.0,1022.304
2024-07-05 13:20:19.036,sensor46411',1-725,11155.0,1022.305
2024-07-05 13:20:19.037,sensor46402',1-725,2707.0,1022.306
2024-07-05 13:20:19.037,sensor46415',1-725,4436.0,1022.306
2024-07-05 13:20:19.038,sensor21416',1-725,11129.0,1022.307
2024-07-05 13:20:19.038,sensor21d13',1-725,25790.0,1022.307
2024-07-05 13:20:19.038,sensor46413',1-725,5419.0,1022.307
2024-07-05 13:20:19.039,sensor46409',1-725,2724.0,1022.308
2024-07-05 13:20:19.039,sensor46419',1-725,7392.0,1022.308
2024-07-05 13:20:19.039,sensor46401',1-725,5575.0,1022.308
2024-07-05 13:20:19.040,sensor21418',1-725,16666.0,1022.309
2024-07-05 13:20:19.040,sensor46d16',1-725,5680.0,1022.309
2024-07-05 13:20:19.041,sensor21419',1-725,14902.0,1022.31
2024-07-05 13:20:19.041,sensor46407',1-725,9415.0,1022.31
2024-07-05 13:20:19.041,sensor46408',1-725,4074.0,1022.31
2024-07-05 13:20:19.042,sensor46d02',1-725,2713.0,1022.311
2024-07-05 13:20:19.042,sensor46404',1-725,8389.0,1022.311
2024-07-05 13:20:19.043,sensor21413',1-725,25785.0,1022.312
2024-07-05 13:20:19.043,sensor46452',1-725,8894.0,1022.312
2024-07-05 13:20:19.043,sensor46403',1-725,2194.0,1022.312
2024-07-05 13:20:19.044,sensor21415',1-725,8949.0,1022.313
2024-07-05 13:20:19.044,sensor46410',1-725,3741.0,1022.313
2024-07-05 13:20:19.044,sensor46451',1-725,8902.0,1022.313
2024-07-05 13:20:19.045,sensor46412',1-725,17233.0,1022.314
2024-07-05 13:20:19.045,sensor21417',1-725,15369.0,1022.314
2024-07-05 13:20:19.045,sensor46416',1-725,5675.0,1022.314
2024-07-05 13:20:19.046,sensor46414',1-725,2200.0,1022.315
2024-07-05 13:20:19.132,sensor46405',1-725,8918.0,1022.401
2024-07-05 13:20:19.133,sensor46d04',1-725,8390.0,1022.402
2024-07-05 13:20:19.133,sensor46490',1-725,17227.0,1022.402
2024-07-05 13:20:21.226,sensor21414',1-725,7068.0,1024.495
2024-07-05 13:20:21.227,sensor46411',1-725,11155.0,1024.496
2024-07-05 13:20:21.227,sensor46402',1-725,2707.0,1024.496
2024-07-05 13:20:21.228,sensor46415',1-725,4436.0,1024.497
2024-07-05 13:20:21.228,sensor21416',1-725,11129.0,1024.497
2024-07-05 13:20:21.228,sensor21d13',1-725,25790.0,1024.497
2024-07-05 13:20:21.229,sensor46413',1-725,5419.0,1024.498
2024-07-05 13:20:21.229,sensor46409',1-725,2724.0,1024.498
2024-07-05 13:20:21.230,sensor46419',1-725,7392.0,1024.499
2024-07-05 13:20:21.230,sensor46401',1-725,5575.0,1024.499
2024-07-05 13:20:21.231,sensor21418',1-725,17725.0,1024.5
2024-07-05 13:20:21.231,sensor46d16',1-725,5680.0,1024.5
2024-07-05 13:20:21.231,sensor21419',1-725,14902.0,1024.5
