timestamp,log_type,num_sats,deployed_sats
2024-07-09 12:09:21.308,undeploy_complete,2,6
2024-07-09 12:09:22.173,undeploy_start,3,6
2024-07-09 12:09:23.473,undeploy_complete,3,3
2024-07-09 12:09:48.266,undeploy_start,1,3
2024-07-09 12:09:49.425,undeploy_complete,1,2
2024-07-09 12:09:52.018,deploy_start,1,3
2024-07-09 12:10:07.439,deploy_complete,1,3
2024-07-09 12:10:12.741,deploy_start,1,4
2024-07-09 12:10:40.466,deploy_complete,1,4
2024-07-09 12:10:41.248,deploy_start,2,6
2024-07-09 12:11:05.464,deploy_complete,2,6
2024-07-09 12:11:05.570,undeploy_start,1,6
2024-07-09 12:11:06.703,undeploy_complete,1,5
2024-07-09 12:11:07.445,deploy_start,1,6
2024-07-09 12:11:28.907,deploy_complete,1,6
2024-07-09 12:11:28.919,undeploy_start,1,6
2024-07-09 12:11:30.077,undeploy_complete,1,5
2024-07-09 12:11:30.797,deploy_start,1,6
2024-07-09 12:11:49.446,deploy_complete,1,6
2024-07-09 12:11:54.369,undeploy_start,1,6
2024-07-09 12:11:55.526,undeploy_complete,1,5
2024-07-09 12:11:56.198,deploy_start,1,6
2024-07-09 12:12:11.683,deploy_complete,1,6
2024-07-09 12:12:11.689,undeploy_start,1,6
2024-07-09 12:12:12.858,undeploy_complete,1,5
2024-07-09 12:12:13.535,deploy_start,1,6
2024-07-09 12:12:32.445,deploy_complete,1,6
2024-07-09 12:12:32.458,undeploy_start,1,6
2024-07-09 12:12:33.684,undeploy_complete,1,5
2024-07-09 12:12:34.363,deploy_start,1,6
2024-07-09 12:12:53.950,deploy_complete,1,6
2024-07-09 12:13:12.055,deploy_start,1,7
2024-07-09 12:13:30.373,deploy_complete,1,7
2024-07-09 12:13:31.066,undeploy_start,1,7
2024-07-09 12:13:32.321,undeploy_complete,1,6
2024-07-09 12:13:38.418,undeploy_start,2,6
2024-07-09 12:13:39.722,undeploy_complete,2,4
2024-07-09 12:13:40.659,undeploy_start,1,4
2024-07-09 12:13:41.928,undeploy_complete,1,3
2024-07-09 12:14:41.217,deploy_start,1,4
2024-07-09 12:15:01.426,deploy_complete,1,4
2024-07-09 12:15:02.261,deploy_start,1,5
2024-07-09 12:15:37.405,deploy_complete,1,5
2024-07-09 12:15:37.420,undeploy_start,1,5
2024-07-09 12:15:38.620,undeploy_complete,1,4
2024-07-09 12:15:39.337,deploy_start,1,5
2024-07-09 12:16:04.725,deploy_complete,1,5
2024-07-09 12:16:05.545,deploy_start,2,7
2024-07-09 12:16:27.433,deploy_complete,2,7
2024-07-09 12:16:28.349,undeploy_start,2,7
2024-07-09 12:16:29.625,undeploy_complete,2,5
2024-07-09 12:16:44.945,undeploy_start,1,5
2024-07-09 12:16:46.104,undeploy_complete,1,4
2024-07-09 12:16:46.771,deploy_start,1,5
2024-07-09 12:17:07.410,deploy_complete,1,5
2024-07-09 12:17:08.096,deploy_start,1,6
2024-07-09 12:17:32.549,deploy_complete,1,6
2024-07-09 12:17:45.128,undeploy_start,1,6
2024-07-09 12:17:46.363,undeploy_complete,1,5
2024-07-09 12:17:48.358,deploy_start,1,6
2024-07-09 12:18:09.504,deploy_complete,1,6
2024-07-09 12:18:10.502,undeploy_start,3,6
2024-07-09 12:18:11.985,undeploy_complete,3,3
2024-07-09 12:19:09.332,deploy_start,1,4
2024-07-09 12:19:30.400,deploy_complete,1,4
2024-07-09 12:19:31.176,deploy_start,2,6
2024-07-09 12:20:24.693,deploy_complete,2,6
2024-07-09 12:20:24.707,undeploy_start,1,6
2024-07-09 12:20:25.964,undeploy_complete,1,5
2024-07-09 12:20:26.702,deploy_start,1,6
2024-07-09 12:20:49.380,deploy_complete,1,6
2024-07-09 12:20:49.491,undeploy_start,1,6
2024-07-09 12:20:50.696,undeploy_complete,1,5
2024-07-09 12:20:51.422,deploy_start,2,7
2024-07-09 12:21:14.416,deploy_complete,2,7
2024-07-09 12:21:15.219,deploy_start,1,8
2024-07-09 12:21:37.706,deploy_complete,1,8
2024-07-09 12:21:37.720,undeploy_start,1,8
2024-07-09 12:21:39.018,undeploy_complete,1,7
2024-07-09 12:21:39.711,deploy_start,1,8
2024-07-09 12:22:06.433,deploy_complete,1,8
2024-07-09 12:22:06.446,undeploy_start,1,8
2024-07-09 12:22:07.731,undeploy_complete,1,7
2024-07-09 12:22:08.519,undeploy_start,2,7
2024-07-09 12:22:09.868,undeploy_complete,2,5
2024-07-09 12:22:15.903,deploy_start,1,6
2024-07-09 12:22:38.848,deploy_complete,1,6
2024-07-09 12:22:38.854,undeploy_start,1,6
2024-07-09 12:22:40.508,undeploy_complete,1,5
2024-07-09 12:22:41.395,undeploy_start,1,5
2024-07-09 12:22:42.675,undeploy_complete,1,4
2024-07-09 12:23:12.811,undeploy_start,1,4
2024-07-09 12:23:13.994,undeploy_complete,1,3
2024-07-09 12:23:35.986,deploy_start,1,4
2024-07-09 12:24:34.519,deploy_complete,1,4
2024-07-09 12:24:35.322,deploy_start,3,7
2024-07-09 12:25:01.067,deploy_complete,3,7
2024-07-09 12:25:01.188,undeploy_start,1,7
2024-07-09 12:25:02.506,undeploy_complete,1,6
2024-07-09 12:25:03.221,deploy_start,1,7
2024-07-09 12:25:28.379,deploy_complete,1,7
2024-07-09 12:25:28.397,undeploy_start,1,7
2024-07-09 12:25:29.904,undeploy_complete,1,6
2024-07-09 12:25:30.605,deploy_start,1,7
2024-07-09 12:25:52.399,deploy_complete,1,7
2024-07-09 12:25:52.410,undeploy_start,1,7
2024-07-09 12:25:53.778,undeploy_complete,1,6
2024-07-09 12:26:03.376,deploy_start,1,7
2024-07-09 12:26:31.792,deploy_complete,1,7
2024-07-09 12:26:32.450,deploy_start,1,8
2024-07-09 12:26:56.766,deploy_complete,1,8
2024-07-09 12:26:56.875,undeploy_start,3,8
2024-07-09 12:26:58.240,undeploy_complete,3,5
2024-07-09 12:26:59.150,undeploy_start,2,5
